dv needed,dv design,dv plane change,dv gravity loss,dv drag loss,dv apo kick,dv maneuvers,Latitude,Payload
7687.899485539149,9532.79023137694,0,1559.5504840075755,200.0,85.34026183021481,0,0.49781385124605626,30
