Time (s),Thrust (N),Max-q (Pa),Velocity (m/s),Mass Burned (kg),Height (m),Gamma (rad),Air Density (kg/m^3)
58,59606.1649784112,29992.2665833912,435.546947936796,1068.27867383986,10346.8825775964,1.05876772549897,0.316205437390412
