dv needed,dv design,dv plane change,dv gravity loss,dv drag loss,dv apo kick,dv maneuvers,Latitude,Payload
7829.837021847029,10993.251260694902,1304.9361771770405,1559.5504840075755,200.0,98.92757766325744,0,0.6062078586748907,95
