Time (s),Thrust (N),Max-q (Pa),Velocity (m/s),Mass Burned (kg),Height (m),Gamma (rad),Air Density (kg/m^3)
53,68523.6128586023,31612.3774048875,427.954313269786,1122.22905066612,9676.23221246836,1.17497780403526,0.345217130239938
