,Item,Height (m),Mass (kg),Distance (m),Moment (kg*m),Thickness (m),Distance from CM (m),J0 (kg m^2),m*CM^2 (kg m^2),Jpitch/yaw,Jroll
41,Thrust Structure 2,0.2625,3.509791877935476,8.415479582428132,29.53658188733809,0.0,3.3332830895835883,0,38.99651190744483,38.99651190744483,0
42,Gimballs 2, ,0.5083738577281414,8.873105857148513,4.510855054628756,0.0,3.7909093643039693,0,7.305837561747032,7.305837561747032,0
43,Engines 2,0.5888762747203816,34.92521477810649,8.396729582428131,293.2575840999829,0.0,3.3145330895835876,0,383.69293592802603,383.69293592802603,0
44,Fuel 2,0.8507615861063327,358.1343396944417,10.644766557620732,3812.256442314976,0.0,5.562570064776189,0,11081.459253520541,11081.459253520541,0
45,Oxidizer 2,1.4217513324153759,838.0343548849934,9.234335509625206,7738.6904016003455,0.0,4.152139016780662,0,14447.928838590466,14447.928838590466,0
4,Forward Skirt 1,0.9263762747203816,7.3601408578781,7.821041445067939,57.56396669100251,0.001,2.7388449522233955,1.2715704433462554,55.21041612148287,56.48198656482913,1.4904285237203152
5,Avionics 1, ,0.84,7.821041445067939,6.569674813857069,0.0,2.7388449522233955,0.08505,6.301068204748441,6.386118204748441,0.1701
6,Wiring 1,7.357853307707748,11.477027463601281,0,0,0.0,0,51.77861446890172,0.0,51.77861446890172,0
7,Fuel Dome Top 1,0.225,2.467259027635459,7.453346273562885,18.389335879541136,0.001,2.3711497807183415,0.22482897889328124,13.87179695853423,14.096625937427511,0.13239928757048786
8,Fuel Cylinder 1,2.029481946932411,24.1866184490507,6.3431123342415425,153.41843780776756,0.0015,1.260915841396999,10.750542689069015,38.45451652481438,49.205059213883395,4.897790235932767
9,Fuel Dome Bottom 1,0.225,2.467259027635459,5.2328783949202,12.910866460385416,0.001,0.15068190207565646,0.22482897889328124,0.05601920408929865,0.2808481829825799,0.13239928757048786
10,Fuel Insulation 1,2.479481946932411,0.0,6.3431123342415425,0.0,0.0,1.260915841396999,0,0.0,0.0,0
11,Fuel Residual 1, ,23.711238122535434,5.2158713607753375,123.67476785185696,0.0,0.13367486793079397,0,0.4236954101746673,0.4236954101746673,0
12,Intertank 1,0.675,5.362934279126796,4.990871360775337,26.765715103414255,0.001,-0.09132513206920656,0.7466210066721837,0.0447283721551496,0.7913493788273332,1.0859941915231763
13,Ox Dome Top 1,0.225,2.4584787463983226,4.748864326630474,11.674982016550203,0.001,-0.3333321662140696,0.22402887576554717,0.27316239226678174,0.49719126803232894,0.13192811572860003
14,Ox Cylinder 1,3.753371360775337,44.572111516319154,2.7766856803876685,123.76274379200568,0.0015,-2.305510812456875,56.83982960948008,236.91771485210438,293.7575444615845,9.025852582054629
15,Ox Dome Bottom 1,0.225,2.4584787463983226,0.8045070341448628,1.977863444773095,0.001,-4.2776894586996805,0.22402887576554717,44.98678582608376,45.21081470184931,0.13192811572860003
16,Ox Insulation 1,4.203371360775337,13.88978479272437,2.7766856803876685,38.56756653762416,0.0,-2.305510812456875,13.052871070676735,73.8294857688071,86.88235683948383,2.0782109066631294
17,Ox Residual 1, ,55.4842972067329,0.7874999999999999,43.69388405030215,0.0,-4.294696492844544,0,1023.3755682113964,1023.3755682113964,0
18,Pressurant Tank 1,0.44959776496647746,1.784450395331575,2.7766856803876685,4.954857860079298,0.001,-2.305510812456875,0.36135120505464396,9.485032132123768,9.846383337178413,0.2409008033697626
19,Aft Skirt 1,0.9,13.586100173787885,0.44999999999999996,6.1137450782045475,0.0019,-4.632196492844543,2.2926544043267056,291.520271169737,293.8129255740637,2.751185285192047
20,Thrust Structure 1,0.45,15.188008638308448,0.22499999999999998,3.4173019436194005,0.0,-4.857196492844544,0,358.32093361036254,358.32093361036254,0
21,Gimballs 1, ,2.007423313157095,1.2249936516029045,2.459080814697111,0.0,-3.857202841241639,0,29.86647167224993,29.86647167224993,0
22,Engines 1,1.2249936516029045,77.93159951619285,0.1125,8.767304945571695,0.0,-4.969696492844544,0,1924.7455448553135,1924.7455448553135,0
23,Fuel 1,2.479481946932411,1192.0101938031219,6.319539291166982,7532.955255210398,0.0,1.2373427983224383,0,1824.9881099559184,1824.9881099559184,0
