,Item,Height (m),Mass (kg),Distance (m),Moment (kg*m),Thickness (m),Distance from CM (m),J0 (kg m^2),m*CM^2 (kg m^2),Jpitch/yaw,Jroll
0,TopOfPLF,,,12.741742500949837,,,,,,,
1,PLF,1.36,7.652035599957601,11.888605621822782,90.97203345204399,0.001,6.659595886411735,0.4071950939918041,339.3694421834861,339.7766372774779,0.5648991162422539
2,Payload,1.36,30,11.611742500949838,348.3522750284951,0.0,6.38273276553879,2.04775,1222.1783266884736,1224.2260766884735,3.0375
3,PAF, ,7,11.381742500949837,79.67219750664886,0.0,6.15273276553879,0.70875,264.9928433889422,265.70159338894223,1.4175
25,Forward Skirt 2,0.525,4.171171105987508,11.119242500949838,46.380263040430236,0.001,5.890232765538791,0.5181376608218857,144.71812261162515,145.23626027244703,0.8446621489624704
26,Avionics 2, ,0.84,11.119242500949838,9.340163700797863,0.0,5.890232765538791,0.08505,29.14366730707047,29.228717307070468,0.1701
27,Wiring 2,3.0975129185217085,5.131620767651973,0,0,0.0,0,4.102981517797905,0.0,4.102981517797905,0
28,Fuel Dome Top 2,0.225,2.467259027635459,10.952235466804975,27.022001828263832,0.001,5.723225731393928,0.22482897889328124,80.81584114094792,81.04067011984121,0.13239928757048786
29,Fuel Cylinder 2,0.4007615861063326,3.184085996869446,10.656361707896671,33.93077209168957,0.001,5.427351972485624,0.36500500475277436,93.79091293208481,94.15591793683758,0.6447774143660628
30,Fuel Dome Bottom 2,0.225,2.467259027635459,10.360487948988368,25.562007422849934,0.001,5.131478213577321,0.22482897889328124,64.96803410886574,65.19286308775902,0.13239928757048786
31,Fuel Insulation 2,0.8507615861063327,0.0,10.656361707896671,0.0,0.0,5.427351972485624,0,0.0,0.0,0
32,Fuel Residual 2, ,7.1328841406878585,10.343480914843504,73.77885097699478,0.0,5.114471179432456,0,186.58066694442957,186.58066694442957,0
33,Intertank 2,0.675,5.362934279126796,10.118480914843506,54.2647481509045,0.001,4.889471179432459,0.7466210066721837,128.2112859027559,128.95790690942806,1.0859941915231763
34,Ox Dome Top 2,0.225,2.4584787463983226,9.876473880698644,24.281101125055777,0.001,4.647464145287596,0.22402887576554717,53.10049309568676,53.324521971452306,0.13192811572860003
35,Ox Cylinder 2,0.9717513324153758,7.69317405452124,9.295105248635819,71.50886253284928,0.001,4.066095513224772,1.3843229793558331,127.19226770197496,128.5765906813308,1.5578677460405512
36,Ox Dome Bottom 2,0.225,2.4584787463983226,8.713736616572994,21.422536273557537,0.001,3.484726881161947,0.22402887576554717,29.854097661808687,30.078126537574235,0.13192811572860003
37,Ox Insulation 2,1.4217513324153759,5.057563474156423,9.295105248635819,47.01058479394017,0.0,4.066095513224772,0.37375835290957954,83.61736817153903,83.9911265244486,0.4018188930483291
38,Ox Residual 2, ,16.690948889209587,8.69672958242813,145.15666896358496,0.0,3.467719847017083,0,200.71001131468816,200.71001131468816,0
39,Pressurant Tank 2,0.4498110283907806,1.7861436789238263,9.295105248635819,16.60239348478255,0.001,4.066095513224772,0.36169409498207483,29.530550505399656,29.89224460038173,0.24112939665471655
40,Aft Skirt 2,0.525,4.171171105987508,8.546729582428132,35.6498714849129,0.001,3.3177198470170843,0.5181376608218857,45.91318565425176,46.43132331507365,0.8446621489624704
41,Thrust Structure 2,0.2625,3.509791877935476,8.415479582428132,29.53658188733809,0.0,3.1864698470170847,0,35.636988015550266,35.636988015550266,0
42,Gimballs 2, ,0.5083738577281414,8.873105857148513,4.510855054628756,0.0,3.6440961217374657,0,6.750918384564225,6.750918384564225,0
43,Engines 2,0.5888762747203816,34.92521477810649,8.396729582428131,293.2575840999829,0.0,3.167719847017084,0,350.45528752428106,350.45528752428106,0
44,Fuel 2,0.8507615861063327,358.1343396944417,10.644766557620732,3812.256442314976,0.0,5.415756822209685,0,10504.231300640839,10504.231300640839,0
45,Oxidizer 2,1.4217513324153759,838.0343548849934,9.234335509625206,7738.6904016003455,0.0,4.005325774214159,0,13444.27890212082,13444.27890212082,0
4,Forward Skirt 1,0.9263762747203816,7.3601408578781,7.821041445067939,57.56396669100251,0.001,2.592031709656892,1.2715704433462554,49.450051276997755,50.72162172034401,1.4904285237203152
5,Avionics 1, ,0.84,7.821041445067939,6.569674813857069,0.0,2.592031709656892,0.08505,5.643647842448137,5.7286978424481365,0.1701
6,Wiring 1,7.357853307707748,11.477027463601281,0,0,0.0,0,51.77861446890172,0.0,51.77861446890172,0
7,Fuel Dome Top 1,0.225,2.467259027635459,7.453346273562885,18.389335879541136,0.001,2.224336538151838,0.22482897889328124,12.207190961286935,12.432019940180217,0.13239928757048786
8,Fuel Cylinder 1,2.029481946932411,24.1866184490507,6.3431123342415425,153.41843780776756,0.0015,1.1141025988304953,10.750542689069015,30.02102582721083,40.77156851627984,4.897790235932767
9,Fuel Dome Bottom 1,0.225,2.467259027635459,5.2328783949202,12.910866460385416,0.001,0.0038686595091528275,0.22482897889328124,3.6926297367214306e-05,0.22486590519064845,0.13239928757048786
10,Fuel Insulation 1,2.479481946932411,0.0,6.3431123342415425,0.0,0.0,1.1141025988304953,0,0.0,0.0,0
11,Fuel Residual 1, ,23.711238122535434,5.2158713607753375,123.67476785185696,0.0,-0.01313837463570966,0,0.0040929601369575335,0.0040929601369575335,0
