Time (s),Thrust (N),Max-q (Pa),Velocity (m/s),Mass Burned (kg),Height (m),Gamma (rad),Air Density (kg/m^3)
69,103184.304854316,33616.0117751777,534.176230344244,2739.65694050998,12594.4444835064,0.839528908657318,0.235617240274429
