Time (s),Thrust (N),Max-q (Pa),Velocity (m/s),Mass Burned (kg),Stap-on Booster Masses (kg),Main Booster Mass (kg),Height (m),Gamma (rad),Air Density (kg/m^3)
56,310489.784132009,33138.2126576984,454.108596826209,6082.41582958222,1796.92176761871,6901.98827573695,10222.5037113037,1.1023107610293,0.321395379488225
