Time (s),Thrust (N),Max-q (Pa),Velocity (m/s),Mass Burned (kg),Height (m),Gamma (rad),Air Density (kg/m^3)
58,84492.9986317608,33047.8917499358,467.604662580019,1687.67817429916,10690.8583686474,1.01689689495357,0.302284646449075
