Time (s),Thrust (N),Max-q (Pa),Velocity (m/s),Mass Burned (kg),Height (m),Gamma (rad),Air Density (kg/m^3)
57,89990.6300615741,32484.7597178762,454.480700774515,1766.49765482049,10387.1777322597,1.06375727765808,0.314542085944819
